"ID","MonthlyIncome"
1023,6095.01735163253
1024,10923.6462122029
1025,14189.5518066663
1026,18144.117750254
1027,6350.35118003164
1028,5899.01442067547
1029,6008.67109624414
1030,10736.6484005613
1031,5890.00930136003
1032,2226.79766343316
1033,9592.9463543147
1034,2086.42069215212
1035,6071.70693145224
1036,2027.08979471006
1037,5908.01953999091
1038,10486.6147537116
1039,9948.93173896705
1040,6427.69231610459
1041,2190.77718617139
1042,2309.43898105551
1043,9898.60596084043
1044,6312.73545898651
1045,2122.44116941389
1046,2086.42069215212
1047,5976.35555674841
1048,9797.9544045872
1049,2149.45652736022
1050,6095.01735163253
1051,11242.0158758102
1052,2149.45652736022
1053,6163.35336839003
1054,2309.43898105551
1055,2309.43898105551
1056,2309.43898105551
1057,6145.34312975914
1058,14139.2260285397
1059,6618.39506551225
1060,2190.77718617139
1061,6149.04806752518
1062,6231.68938514753
1063,6345.05099848224
1064,2104.43093078301
1065,6436.69743542003
1066,2241.10296429801
1067,3266.14321566052
1068,18548.8336692496
1069,5899.01442067547
1070,2172.76694754051
1071,2359.76475918212
1072,5911.72447775695
1073,2036.09491402551
1074,6003.37091469474
1075,6145.34312975914
1076,14549.2421290847
1077,18189.1433468312
1078,6300.02540190503
1079,6003.37091469474
1080,6915.04955272253
1081,2446.11101457051
1082,2232.09784498257
1083,2086.42069215212
1084,6226.38920359813
1085,9661.2823710722
1086,10107.318948879
1087,6026.68133487503
1088,2368.76987849757
1089,2250.10808361345
1090,5908.01953999091
1091,5798.36286442224
1092,6107.72740871401
1093,9720.61326851426
1094,6035.68645419047
1095,5848.68864254885
1096,6104.02247094797
1097,3061.13516538802
1098,2309.43898105551
1099,2149.45652736022
1100,5944.04001725268
1101,17788.1323656017
1102,6104.02247094797
1103,6327.04075985136
1104,11607.0063797779
1105,2505.44191201257
1106,2505.44191201257
1107,2158.46164667566
1108,6300.02540190503
1109,5798.36286442224
1110,5908.01953999091
1111,6226.38920359813
1112,10171.9500278704
1113,10062.2933523018
1114,6787.38263852298
1115,10508.3299301085
1116,2386.78011712845
1117,6906.04443340709
1118,6122.03270957886
1119,10855.3101954454
1120,2208.78742480228
1121,10819.2897181837
1122,14955.5532918636
1123,6003.37091469474
1124,14198.5569259817
1125,2154.75670890962
1126,2086.42069215212
1127,2309.43898105551
1128,6113.02759026341
1129,14435.88051575
1130,2232.09784498257
1131,9948.93173896705
1132,14486.2062938766
1133,6300.02540190503
1134,2113.43605009845
1135,2464.1212532014
1136,2250.10808361345
1137,3001.80426794596
1138,6003.37091469474
1139,9842.98000116441
1140,13473.8760995955
1141,5944.04001725268
1142,6300.02540190503
1143,10822.9946559497
1144,5890.00930136003
1145,6573.36946893503
1146,6222.68426583209
1147,6026.68133487503
1148,2172.76694754051
1149,2104.43093078301
1150,6012.37603401018
1151,2113.43605009845
1152,6282.01516327414
1153,6924.05467203798
1154,2086.42069215212
1155,6176.06342547151
1156,14604.8680887607
1157,2241.10296429801
1158,6760.36728057665
1159,2172.76694754051
1160,6154.34824907459
1161,2309.43898105551
1162,10135.9295506087
1163,2176.47188530655
1164,10153.9397892395
1165,2149.45652736022
1166,2036.09491402551
1167,10349.9427201966
1168,5908.01953999091
1169,2250.10808361345
1170,2149.45652736022
